ClusterId,ClusterName,CTV3Code,Description
DRSMOK9,Asthma diagnosis  codes,XE0YU,Intrinsic asthma with status asthmaticus
DRSMOK9,Asthma diagnosis  codes,XE0YV,Status asthmaticus NOS
DRSMOK9,Asthma diagnosis  codes,XE0YW,Asthma attack
DRSMOK9,Asthma diagnosis  codes,XE0YX,Asthma NOS
DRSMOK9,Asthma diagnosis  codes,XE0ZP,Extrinsic asthma - atopy (& pollen)
DRSMOK9,Asthma diagnosis  codes,XE0ZR,Asthma: [intrinsic] or [late onset]
DRSMOK9,Asthma diagnosis  codes,XE0ZT,Asthma: [NOS] or [attack]
DRSMOK9,Asthma diagnosis  codes,XM0s2,Asthma attack NOS
DRSMOK9,Asthma diagnosis  codes,Xa1hD,Exacerbation of asthma
DRSMOK9,Asthma diagnosis  codes,Xa9zf,Acute asthma
DRSMOK9,Asthma diagnosis  codes,XaLPE,Nocturnal asthma
DRSMOK9,Asthma diagnosis  codes,Xaa7B,Chronic asthma with fixed airflow obstruction
DRSMOK9,Asthma diagnosis  codes,Xafdj,Acute severe exacerbation of asthma
DRSMOK9,Asthma diagnosis  codes,Xafdy,Moderate acute exacerbation of asthma
DRSMOK9,Asthma diagnosis  codes,Xafdz,Life threatening acute exacerbation of asthma
DRSMOK9,Asthma diagnosis  codes,Y0017,Nocturnal Asthma
DRSMOK9,Asthma diagnosis  codes,Y1b24,Acute severe exacerbation of allergic asthma
DRSMOK9,Asthma diagnosis  codes,Y3022,Child has out grown asthma
DRSPREFLANG,GP2DRS Preferred language codes,XaG5p,Main spoken language Arabic
DRSPREFLANG,GP2DRS Preferred language codes,XaG5q,Main spoken language Bengali
DRSPREFLANG,GP2DRS Preferred language codes,XaG5r,Main spoken language Cantonese
DRSPREFLANG,GP2DRS Preferred language codes,XaG5s,Main spoken language Czech
DRSPREFLANG,GP2DRS Preferred language codes,XaG5t,Main spoken language English
DRSPREFLANG,GP2DRS Preferred language codes,XaG5u,Main spoken language French
DRSPREFLANG,GP2DRS Preferred language codes,XaG5v,Main spoken language Gujarati
DRSPREFLANG,GP2DRS Preferred language codes,XaG5w,Main spoken language Hausa
DRSPREFLANG,GP2DRS Preferred language codes,XaG5x,Main spoken language Hindi
DRSPREFLANG,GP2DRS Preferred language codes,XaG5y,Main spoken language Iban
DRSPREFLANG,GP2DRS Preferred language codes,XaG5z,Main spoken language Kutchi
DRSPREFLANG,GP2DRS Preferred language codes,XaG60,Main spoken language Mandarin
DRSPREFLANG,GP2DRS Preferred language codes,XaG61,Main spoken language Polish
DRSPREFLANG,GP2DRS Preferred language codes,XaG62,Main spoken language Portuguese
DRSPREFLANG,GP2DRS Preferred language codes,XaG63,Main spoken language Punjabi
DRSPREFLANG,GP2DRS Preferred language codes,XaG64,Main spoken language Russian
DRSPREFLANG,GP2DRS Preferred language codes,XaG65,Main spoken language Somali
DRSPREFLANG,GP2DRS Preferred language codes,XaG66,Main spoken language Spanish
DRSPREFLANG,GP2DRS Preferred language codes,XaG67,Main spoken language Swahili
DRSPREFLANG,GP2DRS Preferred language codes,XaG68,Main spoken language Sylheti
DRSPREFLANG,GP2DRS Preferred language codes,XaG69,Main spoken language Tamil
DRSPREFLANG,GP2DRS Preferred language codes,XaG6A,Main spoken language Urdu
DRSPREFLANG,GP2DRS Preferred language codes,XaG6B,Main spoken language Yoruba
DRSPREFLANG,GP2DRS Preferred language codes,XaILE,Using British sign language
DRSPREFLANG,GP2DRS Preferred language codes,XaIpr,Main spoken language Farsi
DRSPREFLANG,GP2DRS Preferred language codes,XaIps,Main spoken language Kurdish
DRSPREFLANG,GP2DRS Preferred language codes,XaIpt,Main spoken language Shona
DRSPREFLANG,GP2DRS Preferred language codes,XaJD5,Main spoken language Italian
DRSPREFLANG,GP2DRS Preferred language codes,XaJD6,Main spoken language German
DRSPREFLANG,GP2DRS Preferred language codes,XaJDK,Main spoken language Albanian
DRSPREFLANG,GP2DRS Preferred language codes,XaJDL,Main spoken language Croatian
DRSPREFLANG,GP2DRS Preferred language codes,XaJDM,Main spoken language Greek
DRSPREFLANG,GP2DRS Preferred language codes,XaJDN,Main spoken language Japanese
DRSPREFLANG,GP2DRS Preferred language codes,XaJDO,Main spoken language Korean
DRSPREFLANG,GP2DRS Preferred language codes,XaJDP,Main spoken language Lithuanian
DRSPREFLANG,GP2DRS Preferred language codes,XaJDQ,Main spoken language Turkish
DRSPREFLANG,GP2DRS Preferred language codes,XaJDR,Main spoken language Ukrainian
DRSPREFLANG,GP2DRS Preferred language codes,XaJDS,Main spoken language Vietnamese
DRSPREFLANG,GP2DRS Preferred language codes,XaJOq,Main spoken language Akan
DRSPREFLANG,GP2DRS Preferred language codes,XaJOr,Main spoken language Amharic
DRSPREFLANG,GP2DRS Preferred language codes,XaJOs,Main spoken language Brawa
DRSPREFLANG,GP2DRS Preferred language codes,XaJOt,Main spoken language Dutch
DRSPREFLANG,GP2DRS Preferred language codes,XaJOu,Main spoken language Ethiopian
DRSPREFLANG,GP2DRS Preferred language codes,XaJOv,Main spoken language Flemish
DRSPREFLANG,GP2DRS Preferred language codes,XaJOw,Main spoken language French Creole
DRSPREFLANG,GP2DRS Preferred language codes,XaJOx,Main spoken language Gaelic
DRSPREFLANG,GP2DRS Preferred language codes,XaJOy,Main spoken language Hakka
DRSPREFLANG,GP2DRS Preferred language codes,XaJOz,Main spoken language Hebrew
DRSPREFLANG,GP2DRS Preferred language codes,XaJP0,Main spoken language Igbo
DRSPREFLANG,GP2DRS Preferred language codes,XaJP1,Main spoken language Lingala
DRSPREFLANG,GP2DRS Preferred language codes,XaJP2,Main spoken language Luganda
DRSPREFLANG,GP2DRS Preferred language codes,XaJP3,Main spoken language Malayalam
DRSPREFLANG,GP2DRS Preferred language codes,XaJP4,Main spoken language Norwegian
DRSPREFLANG,GP2DRS Preferred language codes,XaJP5,Main spoken language Pashto
DRSPREFLANG,GP2DRS Preferred language codes,XaJP6,Main spoken language Patois
DRSPREFLANG,GP2DRS Preferred language codes,XaJP7,Main spoken language Serbian
DRSPREFLANG,GP2DRS Preferred language codes,XaJP8,Main spoken language Sinhala
DRSPREFLANG,GP2DRS Preferred language codes,XaJP9,Main spoken language Swedish
DRSPREFLANG,GP2DRS Preferred language codes,XaJPA,Main spoken language Tagalog
DRSPREFLANG,GP2DRS Preferred language codes,XaJPB,Main spoken language Thai
DRSPREFLANG,GP2DRS Preferred language codes,XaJPC,Main spoken language Tigrinya
DRSPREFLANG,GP2DRS Preferred language codes,XaJPD,Main spoken language Welsh
DRSPREFLANG,GP2DRS Preferred language codes,XaJPI,Using Makaton sign language
DRSPREFLANG,GP2DRS Preferred language codes,XaKIL,Main spoken language Finnish
DRSPREFLANG,GP2DRS Preferred language codes,XaP48,Main spoken language Bulgarian
DRSPREFLANG,GP2DRS Preferred language codes,XaP49,Main spoken language Romanian
DRSPREFLANG,GP2DRS Preferred language codes,XaP9z,Main spoken language Slovak
DRSPREFLANG,GP2DRS Preferred language codes,XaPA2,Main spoken language Ndebele
DRSPREFLANG,GP2DRS Preferred language codes,XaPF7,Main spoken language Oromo
DRSPREFLANG,GP2DRS Preferred language codes,XaPF8,Main spoken language Abkhaz
DRSPREFLANG,GP2DRS Preferred language codes,XaPF9,Main spoken language Afar
DRSPREFLANG,GP2DRS Preferred language codes,XaPFA,Main spoken language Afrikaans
DRSPREFLANG,GP2DRS Preferred language codes,XaPFB,Main spoken language Armenian
DRSPREFLANG,GP2DRS Preferred language codes,XaPFC,Main spoken language Assamese
DRSPREFLANG,GP2DRS Preferred language codes,XaPFD,Main spoken language Aymara
DRSPREFLANG,GP2DRS Preferred language codes,XaPFF,Main spoken language Azerbaijani
DRSPREFLANG,GP2DRS Preferred language codes,XaPFG,Main spoken language Bashkir
DRSPREFLANG,GP2DRS Preferred language codes,XaPFH,Main spoken language Basque
DRSPREFLANG,GP2DRS Preferred language codes,XaPFI,Main spoken language Dzongkha
DRSPREFLANG,GP2DRS Preferred language codes,XaPFK,Main spoken language Bihari
DRSPREFLANG,GP2DRS Preferred language codes,XaPFL,Main spoken language Bislama
DRSPREFLANG,GP2DRS Preferred language codes,XaPFM,Main spoken language Breton
DRSPREFLANG,GP2DRS Preferred language codes,XaPFN,Main spoken language Burmese
DRSPREFLANG,GP2DRS Preferred language codes,XaPFO,Main spoken language Belarusian
DRSPREFLANG,GP2DRS Preferred language codes,XaPFP,Main spoken language Central Khmer
DRSPREFLANG,GP2DRS Preferred language codes,XaPFQ,Main spoken language Catalan
DRSPREFLANG,GP2DRS Preferred language codes,XaPFT,Main spoken language Corsican
DRSPREFLANG,GP2DRS Preferred language codes,XaPFU,Main spoken language Danish
DRSPREFLANG,GP2DRS Preferred language codes,XaPFV,Main spoken language Esperanto
DRSPREFLANG,GP2DRS Preferred language codes,XaPFW,Main spoken language Estonian
DRSPREFLANG,GP2DRS Preferred language codes,XaPFX,Main spoken language Faeroese
DRSPREFLANG,GP2DRS Preferred language codes,XaPFZ,Main spoken language Fijian
DRSPREFLANG,GP2DRS Preferred language codes,XaPFc,Main spoken language Frisian
DRSPREFLANG,GP2DRS Preferred language codes,XaPFd,Main spoken language Galician
DRSPREFLANG,GP2DRS Preferred language codes,XaPFe,Main spoken language Georgian
DRSPREFLANG,GP2DRS Preferred language codes,XaPFf,Main spoken language Kalaallisut
DRSPREFLANG,GP2DRS Preferred language codes,XaPFg,Main spoken language Guarani
DRSPREFLANG,GP2DRS Preferred language codes,XaPFh,Main spoken language Hungarian
DRSPREFLANG,GP2DRS Preferred language codes,XaPFi,Main spoken language Icelandic
DRSPREFLANG,GP2DRS Preferred language codes,XaPFj,Main spoken language Indonesian
DRSPREFLANG,GP2DRS Preferred language codes,XaPFk,Main spoken language Interlingua
DRSPREFLANG,GP2DRS Preferred language codes,XaPFl,Main spoken language Interlingue
DRSPREFLANG,GP2DRS Preferred language codes,XaPFm,Main spoken language Inupiaq
DRSPREFLANG,GP2DRS Preferred language codes,XaPFn,Main spoken language Inuktitut
DRSPREFLANG,GP2DRS Preferred language codes,XaPFo,Main spoken language Irish
DRSPREFLANG,GP2DRS Preferred language codes,XaPFp,Main spoken language Javanese
DRSPREFLANG,GP2DRS Preferred language codes,XaPFq,Main spoken language Kannada
DRSPREFLANG,GP2DRS Preferred language codes,XaPFr,Main spoken language Kashmiri
DRSPREFLANG,GP2DRS Preferred language codes,XaPFs,Main spoken language Kazakh
DRSPREFLANG,GP2DRS Preferred language codes,XaPFt,Main spoken language Kinyarwanda
DRSPREFLANG,GP2DRS Preferred language codes,XaPFu,Main spoken language Kirghiz
DRSPREFLANG,GP2DRS Preferred language codes,XaPFv,Main spoken language Rundi
DRSPREFLANG,GP2DRS Preferred language codes,XaPFw,Main spoken language Lao
DRSPREFLANG,GP2DRS Preferred language codes,XaPFy,Main spoken language Latvian
DRSPREFLANG,GP2DRS Preferred language codes,XaPFz,Main spoken language Macedonian
DRSPREFLANG,GP2DRS Preferred language codes,XaPG0,Main spoken language Malagasy
DRSPREFLANG,GP2DRS Preferred language codes,XaPG1,Main spoken language Malay
DRSPREFLANG,GP2DRS Preferred language codes,XaPG2,Main spoken language Maltese
DRSPREFLANG,GP2DRS Preferred language codes,XaPG3,Main spoken language Maori
DRSPREFLANG,GP2DRS Preferred language codes,XaPG4,Main spoken language Marathi
DRSPREFLANG,GP2DRS Preferred language codes,XaPG5,Main spoken language Moldavian
DRSPREFLANG,GP2DRS Preferred language codes,XaPG6,Main spoken language Mongolian
DRSPREFLANG,GP2DRS Preferred language codes,XaPG7,Main spoken language Nauru
DRSPREFLANG,GP2DRS Preferred language codes,XaPG8,Main spoken language Nepali
DRSPREFLANG,GP2DRS Preferred language codes,XaPG9,Main spoken language Occitan
DRSPREFLANG,GP2DRS Preferred language codes,XaPGA,Main spoken language Oriya
DRSPREFLANG,GP2DRS Preferred language codes,XaPGC,Main spoken language Quechua
DRSPREFLANG,GP2DRS Preferred language codes,XaPGD,Main spoken language Romansh
DRSPREFLANG,GP2DRS Preferred language codes,XaPGE,Main spoken language Samoan
DRSPREFLANG,GP2DRS Preferred language codes,XaPGF,Main spoken language Sango
DRSPREFLANG,GP2DRS Preferred language codes,XaPGI,Main spoken language Southern Sotho
DRSPREFLANG,GP2DRS Preferred language codes,XaPGJ,Main spoken language Tswana
DRSPREFLANG,GP2DRS Preferred language codes,XaPGK,Main spoken language Sindhi
DRSPREFLANG,GP2DRS Preferred language codes,XaPGM,Main spoken language Swati
DRSPREFLANG,GP2DRS Preferred language codes,XaPGN,Main spoken language Slovenian
DRSPREFLANG,GP2DRS Preferred language codes,XaPGO,Main spoken language Sundanese
DRSPREFLANG,GP2DRS Preferred language codes,XaPGP,Main spoken language Tajik
DRSPREFLANG,GP2DRS Preferred language codes,XaPGQ,Main spoken language Tatar
DRSPREFLANG,GP2DRS Preferred language codes,XaPGR,Main spoken language Telugu
DRSPREFLANG,GP2DRS Preferred language codes,XaPGS,Main spoken language Tibetan
DRSPREFLANG,GP2DRS Preferred language codes,XaPGT,Main spoken language Tongan
DRSPREFLANG,GP2DRS Preferred language codes,XaPGU,Main spoken language Tsonga
DRSPREFLANG,GP2DRS Preferred language codes,XaPGV,Main spoken language Turkmen
DRSPREFLANG,GP2DRS Preferred language codes,XaPGW,Main spoken language Twi
DRSPREFLANG,GP2DRS Preferred language codes,XaPGX,Main spoken language Uighur
DRSPREFLANG,GP2DRS Preferred language codes,XaPGY,Main spoken language Uzbek
DRSPREFLANG,GP2DRS Preferred language codes,XaPGa,Main spoken language Wolof
DRSPREFLANG,GP2DRS Preferred language codes,XaPGb,Main spoken language Xhosa
DRSPREFLANG,GP2DRS Preferred language codes,XaPGc,Main spoken language Yiddish
DRSPREFLANG,GP2DRS Preferred language codes,XaPGd,Main spoken language Zhuang
DRSPREFLANG,GP2DRS Preferred language codes,XaPGe,Main spoken language Zulu
DRSPREFLANG,GP2DRS Preferred language codes,XaQHz,Main spoken language Filipino
DRSPREFLANG,GP2DRS Preferred language codes,XaQht,Main spoken language Hindko
DRSPREFLANG,GP2DRS Preferred language codes,XaR76,Preferred method of communication: Makaton
DRSPREFLANG,GP2DRS Preferred language codes,XaR7A,Preferred method of communication: British Sign Language
DRSPREFLANG,GP2DRS Preferred language codes,XaRAe,Main spoken language Bamun
DRSPREFLANG,GP2DRS Preferred language codes,XaWQU,Main spoken language Kikuyu
DRSPREFLANG,GP2DRS Preferred language codes,XaWQV,Main spoken language Fulani
DRSPREFLANG,GP2DRS Preferred language codes,XaWQW,Main spoken language Nyanja
DRSPREFLANG,GP2DRS Preferred language codes,XaX3X,Main spoken language Tetum
DRSPREFLANG,GP2DRS Preferred language codes,XaX3Z,Main spoken language Konkani
DRSPREFLANG,GP2DRS Preferred language codes,XaX4p,Main spoken language Dari
DRSPREFLANG,GP2DRS Preferred language codes,XaYWG,Main spoken language Aragonese
DRSPREFLANG,GP2DRS Preferred language codes,Xacfm,Main spoken language Avaric
DRSPREFLANG,GP2DRS Preferred language codes,Xacfn,Main spoken language Avestan
DRSPREFLANG,GP2DRS Preferred language codes,Xacfo,Main spoken language Bambara
DRSPREFLANG,GP2DRS Preferred language codes,Xacfp,Main spoken language Bosnian
DRSPREFLANG,GP2DRS Preferred language codes,Xacfq,Main spoken language Chamorro
DRSPREFLANG,GP2DRS Preferred language codes,Xacfr,Main spoken language Chechen
DRSPREFLANG,GP2DRS Preferred language codes,Xacfs,Main spoken language Church Slavic
DRSPREFLANG,GP2DRS Preferred language codes,Xacft,Main spoken language Chuvash
DRSPREFLANG,GP2DRS Preferred language codes,Xacfu,Main spoken language Cornish
DRSPREFLANG,GP2DRS Preferred language codes,Xacfv,Main spoken language Cree
DRSPREFLANG,GP2DRS Preferred language codes,Xacfw,Main spoken language Dhivehi
DRSPREFLANG,GP2DRS Preferred language codes,Xacfy,Main spoken language Ewe
DRSPREFLANG,GP2DRS Preferred language codes,Xacg0,Main spoken language Western Frisian
DRSPREFLANG,GP2DRS Preferred language codes,Xacg2,Main spoken language Scottish Gaelic
DRSPREFLANG,GP2DRS Preferred language codes,Xacg3,Main spoken language Manx
DRSPREFLANG,GP2DRS Preferred language codes,Xacg5,Main spoken language Haitian
DRSPREFLANG,GP2DRS Preferred language codes,XackP,Main spoken language Herero
DRSPREFLANG,GP2DRS Preferred language codes,XackQ,Main spoken language Hiri Motu
DRSPREFLANG,GP2DRS Preferred language codes,XackR,Main spoken language Ido
DRSPREFLANG,GP2DRS Preferred language codes,XackS,Main spoken language Nuosu
DRSPREFLANG,GP2DRS Preferred language codes,XackT,Main spoken language Kanuri
DRSPREFLANG,GP2DRS Preferred language codes,XackU,Main spoken language Komi
DRSPREFLANG,GP2DRS Preferred language codes,XackV,Main spoken language Kongo
DRSPREFLANG,GP2DRS Preferred language codes,XackW,Main spoken language Kuanyama
DRSPREFLANG,GP2DRS Preferred language codes,XackX,Main spoken language Latin
DRSPREFLANG,GP2DRS Preferred language codes,XackY,Main spoken language Limburgan
DRSPREFLANG,GP2DRS Preferred language codes,XackZ,Main spoken language Luxembourgish
DRSPREFLANG,GP2DRS Preferred language codes,Xacka,Main spoken language Luba-Katanga
DRSPREFLANG,GP2DRS Preferred language codes,Xackc,Main spoken language Marshallese
DRSPREFLANG,GP2DRS Preferred language codes,Xacke,Main spoken language Navajo
DRSPREFLANG,GP2DRS Preferred language codes,Xackf,Main spoken language South Ndebele
DRSPREFLANG,GP2DRS Preferred language codes,Xackg,Main spoken language North Ndebele
DRSPREFLANG,GP2DRS Preferred language codes,Xackh,Main spoken language Ndonga
DRSPREFLANG,GP2DRS Preferred language codes,Xackj,Main spoken language Norwegian Nynorsk
DRSPREFLANG,GP2DRS Preferred language codes,Xackk,Main spoken language Norwegian Bokmal
DRSPREFLANG,GP2DRS Preferred language codes,Xackm,Main spoken language Ojibwa
DRSPREFLANG,GP2DRS Preferred language codes,Xacko,Main spoken language Ossetian
DRSPREFLANG,GP2DRS Preferred language codes,Xackq,Main spoken language Pali
DRSPREFLANG,GP2DRS Preferred language codes,Xackr,Main spoken language Pushto
DRSPREFLANG,GP2DRS Preferred language codes,Xacks,Main spoken language Sanskrit
DRSPREFLANG,GP2DRS Preferred language codes,Xackt,Main spoken language Northern Sami
DRSPREFLANG,GP2DRS Preferred language codes,Xacku,Main spoken language Sardinian
DRSPREFLANG,GP2DRS Preferred language codes,Xackw,Main spoken language Tahitian
DRSPREFLANG,GP2DRS Preferred language codes,Xacky,Main spoken language Venda
DRSPREFLANG,GP2DRS Preferred language codes,Xackz,Main spoken language Volapuk
DRSPREFLANG,GP2DRS Preferred language codes,Xacl0,Main spoken language Walloon
DRSPREFLANG,GP2DRS Preferred language codes,Xacl1,Main spoken language Chinese
DRSPREFLANG,GP2DRS Preferred language codes,Xad28,Uses sign language
DRSPREFLANG,GP2DRS Preferred language codes,XaedX,Main spoken language Romany
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Ua2AI,Uses a legal advocate
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,Ua2AK,Needs an advocate
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaI8W,Need for interpreter
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaI8X,Interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaI8Y,Interpreter not needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRF,Interpreter needed - Akan
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRG,Interpreter needed - Albanian
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRH,Interpreter needed - Amharic
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRI,Interpreter needed - Arabic
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRJ,Interpreter needed - Bengali
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRO,Interpreter needed - Italian
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRP,Interpreter needed - Cantonese
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRQ,Interpreter needed - Croatian
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRR,Interpreter needed - Czech
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRS,Interpreter needed - Dutch
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRT,Farsi language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRV,Interpreter needed - French
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRe,Interpreter needed - French Creole
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRg,Interpreter needed - Igbo
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRm,Interpreter needed - German
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRn,Interpreter needed - Greek
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRo,Interpreter needed - Gujarati
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRp,Interpreter needed - Hakka
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRr,Interpreter needed - Hausa
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRs,Interpreter needed - Hebrew
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRt,Interpreter needed - Hindi
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRw,Interpreter needed - Japanese
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRx,Interpreter needed - Korean
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRy,Interpreter needed - Kurdish
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLRz,Interpreter needed - Lingala
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLS0,Interpreter needed - Lithuanian
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSJ,Interpreter needed - Ganda
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSK,Interpreter needed - Malayalam
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSL,Interpreter needed - Mandarin
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSM,Interpreter needed - Norwegian
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSN,Pushto interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSU,Interpreter needed - Polish
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSV,Interpreter needed - Portuguese
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSa,Interpreter needed - Panjabi
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSb,Interpreter needed - Russian
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSc,Interpreter needed - Serbian
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSd,Interpreter needed - Shona
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSf,Interpreter needed - Sinhala
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSg,Interpreter needed - Somali
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSh,Interpreter needed - Spanish
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSi,Interpreter needed - Swahili
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSj,Interpreter needed - Swedish
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSm,Interpreter needed - Sylheti
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSp,Interpreter needed - Tagalog
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSr,Interpreter needed - Tamil
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSt,Interpreter needed - Thai
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSv,Interpreter needed - Tigrinya
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSx,Interpreter needed - Turkish
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSy,Interpreter needed - Ukrainian
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLSz,Interpreter needed - Urdu
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLT0,Interpreter needed - Vietnamese
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLT1,Interpreter needed - Welsh
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLT2,Interpreter needed - Yoruba
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLTC,Interpreter needed - British Sign Language
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaLTD,Interpreter needed - Makaton Sign Language
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPA0,Slovak language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPA3,Ndebele language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPC4,Romanian language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPC6,Bulgarian language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPIp,Interpreter needed for language [A-M (subdivided)]
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPIq,Interpreter needed for language [N-Z (subdivided)]
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPIr,Mongolian language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPIs,Moldavian language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPIt,Marathi language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPIu,Maltese language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPIv,Luganda language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPIw,Ethiopian language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPIx,Brawa language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPIy,Kirghiz language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPIz,Iban language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPJ0,Maori language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPJ2,Macedonian language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPJ4,Malagasy language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPJ6,Latvian language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPJ7,Kannada language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPJ8,Kinyarwanda language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPJ9,Malay language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPJA,Kashmiri language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPJB,Kazakh language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPJC,Inupiaq language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPJD,Javanese language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPJE,Inuktitut language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPJF,Interlingue language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPJT,Lao language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPJU,Icelandic language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPJV,Hungarian language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPKU,Guarani language interpreter needed
DRSREQINTERPRETER,GP2DRS Requires interpreter codes,XaPKV,Georgian language interpreter needed
